,index,time,open,high,low,close,volume,currency_volume
16734,16734,2023-07-12 06:54:00,30709,30709,30700,30700,38.7,1188143.8105
16735,16735,2023-07-12 06:55:00,30700,30715.5,30700,30715.5,79.472,2440715.571
16736,16736,2023-07-12 06:56:00,30715.5,30715.5,30705.5,30708.5,74.787,2296673.9475
16737,16737,2023-07-12 06:57:00,30708.5,30718.5,30708.5,30710,209.275,6427974.064
16738,16738,2023-07-12 06:58:00,30710,30716.5,30710,30716.5,82.319,2528440.4095
16739,16739,2023-07-12 06:59:00,30716.5,30718.5,30714,30715.5,66.985,2057536.1315
16740,16740,2023-07-12 07:00:00,30715.5,30727.5,30715.5,30724.5,134.035,4118190.944
16741,16741,2023-07-12 07:01:00,30724.5,30725,30715,30716,39.359,1208968.496
16742,16742,2023-07-12 07:02:00,30716,30763.5,30707,30756.5,231.75,7123081.542
16743,16743,2023-07-12 07:03:00,30756.5,30758.5,30749.5,30752,104.44,3212081.94
16744,16744,2023-07-12 07:04:00,30752,30760,30750,30754,69.686,2143075.407
16745,16745,2023-07-12 07:05:00,30754,30766.5,30742,30742.5,94.781,2915175.869
16746,16746,2023-07-12 07:06:00,30742.5,30743,30739.5,30740,113.697,3495173.9995
16747,16747,2023-07-12 07:07:00,30740,30748.5,30731,30731.5,78.291,2406488.522
16748,16748,2023-07-12 07:08:00,30731.5,30731.5,30716.5,30719,86.115,2645904.665
16749,16749,2023-07-12 07:09:00,30719,30722,30713.5,30714,141.475,4345595.189
16750,16750,2023-07-12 07:10:00,30714,30736.5,30714,30736.5,97.784,3004823.672
16751,16751,2023-07-12 07:11:00,30736.5,30736.5,30726,30727,71.246,2189393.546
16752,16752,2023-07-12 07:12:00,30727,30727.5,30726.5,30726.5,109.725,3371506.136
16753,16753,2023-07-12 07:13:00,30726.5,30730,30726.5,30730,72.427,2225581.0465
16754,16754,2023-07-12 07:14:00,30730,30730,30715.5,30716,126.641,3890522.7035
16755,16755,2023-07-12 07:15:00,30716,30725.5,30715.5,30723,65.323,2006798.5355
16756,16756,2023-07-12 07:16:00,30723,30740,30723,30735,54.392,1671846.649
16757,16757,2023-07-12 07:17:00,30735,30746,30735,30741.5,134.066,4121646.2465
16758,16758,2023-07-12 07:18:00,30741.5,30746,30738,30746,106.883,3285826.034
16759,16759,2023-07-12 07:19:00,30746,30757,30745.5,30753.5,114.635,3524947.4525
16760,16760,2023-07-12 07:20:00,30753.5,30757.5,30753.5,30756,45.504,1399533.2435
16761,16761,2023-07-12 07:21:00,30756,30767,30756,30759,151.118,4648403.345
16762,16762,2023-07-12 07:22:00,30759,30763,30758.5,30761,108.527,3338384.97
16763,16763,2023-07-12 07:23:00,30761,30771,30760.5,30764,129.809,3993646.567
16764,16764,2023-07-12 07:24:00,30764,30764,30747.5,30750.5,108.63,3341038.6425
16765,16765,2023-07-12 07:25:00,30750.5,30762,30750.5,30762,85.575,2632336.216
16766,16766,2023-07-12 07:26:00,30762,30777,30761.5,30772.5,109.455,3368095.894
16767,16767,2023-07-12 07:27:00,30772.5,30787,30770,30784,90.253,2777863.778
16768,16768,2023-07-12 07:28:00,30784,30797,30781.5,30784,179.36,5522770.8515
16769,16769,2023-07-12 07:29:00,30784,30785.5,30770.5,30781,270.8,8335415.1645
16770,16770,2023-07-12 07:30:00,30781,30786,30770.5,30770.5,96.385,2966659.368
16771,16771,2023-07-12 07:31:00,30770.5,30785.5,30767.5,30783,109.291,3363513.402
16772,16772,2023-07-12 07:32:00,30783,30783,30772,30776,53.122,1634831.795
16773,16773,2023-07-12 07:33:00,30776,30847.5,30775.5,30837.5,783.235,24136347.0535
16774,16774,2023-07-12 07:34:00,30837.5,30838,30810.5,30813.5,200.981,6194352.445
16775,16775,2023-07-12 07:35:00,30813.5,30815.5,30791.5,30795.5,136.426,4202272.9145
16776,16776,2023-07-12 07:36:00,30795.5,30815.5,30793.5,30807,167.599,5162409.078
16777,16777,2023-07-12 07:37:00,30807,30823,30807,30814,97.529,3005357.482
16778,16778,2023-07-12 07:38:00,30814,30819.5,30803.5,30818.5,127.497,3928142.682
16779,16779,2023-07-12 07:39:00,30818.5,30818.5,30776.5,30792.5,166.265,5119513.121
16780,16780,2023-07-12 07:40:00,30792.5,30793.5,30778.5,30792.5,117.978,3632296.1925
16781,16781,2023-07-12 07:41:00,30792.5,30799,30789.5,30799,61.531,1894742.6185
16782,16782,2023-07-12 07:42:00,30799,30813.5,30792.5,30813,76.741,2363442.0225
16783,16783,2023-07-12 07:43:00,30813,30813.5,30792.5,30795.5,90.863,2798414.4145
16784,16784,2023-07-12 07:44:00,30795.5,30809.5,30795.5,30800,55.144,1698639.9065
16785,16785,2023-07-12 07:45:00,30800,30818,30800,30812,80.379,2476695.4355
16786,16786,2023-07-12 07:46:00,30812,30819.5,30811,30819,112.243,3458849.3915
16787,16787,2023-07-12 07:47:00,30819,30819,30813,30816,82.62,2545994.05
16788,16788,2023-07-12 07:48:00,30816,30822,30813.5,30815,49.322,1520000.678
16789,16789,2023-07-12 07:49:00,30815,30815.5,30804,30809.5,100.538,3097496.8055
16790,16790,2023-07-12 07:50:00,30809.5,30822.5,30809.5,30822.5,107.683,3318680.6315
16791,16791,2023-07-12 07:51:00,30822.5,30823.5,30815.5,30815.5,45.044,1388383.498
16792,16792,2023-07-12 07:52:00,30815.5,30821.5,30809.5,30816,48.134,1483287.0385
16793,16793,2023-07-12 07:53:00,30816,30816,30809,30815.5,40.173,1237795.1585
16794,16794,2023-07-12 07:54:00,30815.5,30820,30810,30810,60.779,1872755.967
16795,16795,2023-07-12 07:55:00,30810,30814,30797,30797,77.837,2397954.8605
16796,16796,2023-07-12 07:56:00,30797,30797,30758,30758,162.293,4994521.44
16797,16797,2023-07-12 07:57:00,30758,30761.5,30740.5,30761.5,224.565,6905335.492
16798,16798,2023-07-12 07:58:00,30761.5,30762,30732,30738,187.407,5761109.5575
16799,16799,2023-07-12 07:59:00,30738,30739,30730,30736.5,135.646,4168826.404
16800,16800,2023-07-12 08:00:00,30736.5,30757.5,30736,30753,134.726,4143024.684
16801,16801,2023-07-12 08:01:00,30753,30753,30736,30736,37.017,1138032.611
16802,16802,2023-07-12 08:02:00,30736,30744,30725,30727,147.713,4539750.7245
16803,16803,2023-07-12 08:03:00,30727,30733,30715.5,30733,159.664,4905499.4255
16804,16804,2023-07-12 08:04:00,30733,30734,30721.5,30731.5,93.67,2878318.891
16805,16805,2023-07-12 08:05:00,30731.5,30752.5,30731.5,30750,90.04,2768313.9685
16806,16806,2023-07-12 08:06:00,30750,30750.5,30739.5,30748,89.899,2764105.1525
16807,16807,2023-07-12 08:07:00,30748,30748.5,30734.5,30738.5,57.623,1771171.467
16808,16808,2023-07-12 08:08:00,30738.5,30742,30730.5,30735,87.993,2704408.4495
16809,16809,2023-07-12 08:09:00,30735,30735.5,30726,30728,72.829,2237893.7785
16810,16810,2023-07-12 08:10:00,30728,30733,30727.5,30730,66.033,2029196.8225
16811,16811,2023-07-12 08:11:00,30730,30735,30728.5,30730,73.45,2257185.454
16812,16812,2023-07-12 08:12:00,30730,30740,30728,30740,83.296,2559813.5235
16813,16813,2023-07-12 08:13:00,30740,30740.5,30733,30733,19.36,595085.4185
16814,16814,2023-07-12 08:14:00,30733,30733,30730,30730,88.194,2710380.433
16815,16815,2023-07-12 08:15:00,30730,30731,30728.5,30730.5,40.892,1256623.8665
16816,16816,2023-07-12 08:16:00,30730.5,30738,30730,30737,45.877,1409965.2955
16817,16817,2023-07-12 08:17:00,30737,30737.5,30734.5,30735.5,50.997,1567410.636
16818,16818,2023-07-12 08:18:00,30735.5,30735.5,30729.5,30729.5,37.205,1143341.801
16819,16819,2023-07-12 08:19:00,30729.5,30730,30720.5,30723,66.093,2030719.135
16820,16820,2023-07-12 08:20:00,30723,30730,30721,30729.5,71.744,2204374.4605
16821,16821,2023-07-12 08:21:00,30729.5,30730,30709.5,30712,85.071,2613269.066
16822,16822,2023-07-12 08:22:00,30712,30722.5,30712,30712.5,84.123,2584076.8175
16823,16823,2023-07-12 08:23:00,30712.5,30718.5,30711.5,30715,94.124,2891089.0715
16824,16824,2023-07-12 08:24:00,30715,30715,30714.5,30715,21.998,675664.872
16825,16825,2023-07-12 08:25:00,30715,30715,30709.5,30710,84.757,2602897.456
16826,16826,2023-07-12 08:26:00,30710,30710.5,30702,30709,61.824,1898436.507
16827,16827,2023-07-12 08:27:00,30709,30719.5,30708.5,30718,83.611,2568326.832
16828,16828,2023-07-12 08:28:00,30718,30718.5,30708.5,30708.5,48.467,1488522.975
16829,16829,2023-07-12 08:29:00,30708.5,30711.5,30707.5,30708.5,81.888,2514703.8805
16830,16830,2023-07-12 08:30:00,30708.5,30723.5,30705.5,30723.5,54.681,1679389.0965
16831,16831,2023-07-12 08:31:00,30723.5,30723.5,30718,30720,72.243,2219264.0355
16832,16832,2023-07-12 08:32:00,30720,30720,30709.5,30715,25.694,789134.7445
16833,16833,2023-07-12 08:33:00,30715,30715,30710,30710,57.667,1771087.616
16834,16834,2023-07-12 08:34:00,30710,30710.5,30698,30698,84.612,2597641.6785
16835,16835,2023-07-12 08:35:00,30698,30703,30698,30701.5,39.04,1198600.2035
16836,16836,2023-07-12 08:36:00,30701.5,30708.5,30701.5,30708.5,38.439,1180258.8325
16837,16837,2023-07-12 08:37:00,30708.5,30710,30700,30700.5,107.272,3294025.8425
16838,16838,2023-07-12 08:38:00,30700.5,30703.5,30697.5,30700,107.222,3291631.191
16839,16839,2023-07-12 08:39:00,30700,30701.5,30683,30689,117.906,3618440.1395
16840,16840,2023-07-12 08:40:00,30689,30700.5,30688.5,30700,78.175,2399574.274
16841,16841,2023-07-12 08:41:00,30700,30700,30695,30698,102.626,3150220.5305
16842,16842,2023-07-12 08:42:00,30698,30698.5,30697,30698,81.052,2488118.251
16843,16843,2023-07-12 08:43:00,30698,30698.5,30666.5,30683,175.552,5385298.2905
16844,16844,2023-07-12 08:44:00,30683,30683,30673.5,30679.5,119.129,3654436.251
16845,16845,2023-07-12 08:45:00,30679.5,30693,30679.5,30687.5,85.387,2620378.064
16846,16846,2023-07-12 08:46:00,30687.5,30689,30687.5,30689,43.311,1329159.4585
16847,16847,2023-07-12 08:47:00,30689,30704,30689,30704,98.531,3024773.923
16848,16848,2023-07-12 08:48:00,30704,30709,30702,30704,130.425,4004733.366
16849,16849,2023-07-12 08:49:00,30704,30705.5,30701.5,30702,72.06,2212451.6175
16850,16850,2023-07-12 08:50:00,30702,30710,30702,30708,249.434,7659448.0705
16851,16851,2023-07-12 08:51:00,30708,30711,30708,30711,141.569,4347641.8005
16852,16852,2023-07-12 08:52:00,30711,30720,30705,30707,112.746,3463007.4185
16853,16853,2023-07-12 08:53:00,30707,30718.5,30706.5,30718.5,87.503,2687599.1145
16854,16854,2023-07-12 08:54:00,30718.5,30723,30718.5,30719.5,74.144,2277739.5015
16855,16855,2023-07-12 08:55:00,30719.5,30721.5,30715,30717,50.857,1562249.0455
16856,16856,2023-07-12 08:56:00,30717,30718,30708.5,30718,81.377,2499326.53
16857,16857,2023-07-12 08:57:00,30718,30732,30717.5,30731,95.851,2944944.4365
16858,16858,2023-07-12 08:58:00,30731,30735,30730.5,30734,157.923,4853553.858
16859,16859,2023-07-12 08:59:00,30734,30735,30731.5,30732,106.886,3284887.9885
16860,16860,2023-07-12 09:00:00,30732,30734,30731.5,30732.5,95.819,2944822.268
16861,16861,2023-07-12 09:01:00,30732.5,30737,30732.5,30736.5,41.408,1272638.666
16862,16862,2023-07-12 09:02:00,30736.5,30738.5,30735.5,30738.5,77.03,2367656.21
16863,16863,2023-07-12 09:03:00,30738.5,30752,30738,30751,104.829,3223358.703
16864,16864,2023-07-12 09:04:00,30751,30756,30747,30753.5,85.549,2630780.76
16865,16865,2023-07-12 09:05:00,30753.5,30754,30746,30746.5,110.572,3400138.3465
16866,16866,2023-07-12 09:06:00,30746.5,30748.5,30746,30747,68.426,2103897.232
16867,16867,2023-07-12 09:07:00,30747,30747.5,30735.5,30735.5,73.358,2255062.0065
16868,16868,2023-07-12 09:08:00,30735.5,30738.5,30735.5,30737.5,41.458,1274333.087
16869,16869,2023-07-12 09:09:00,30737.5,30739,30737.5,30738.5,95.629,2939459.7795
16870,16870,2023-07-12 09:10:00,30738.5,30739,30733.5,30733.5,148.841,4574758.8345
16871,16871,2023-07-12 09:11:00,30733.5,30734,30732.5,30734,79.049,2429471.523
16872,16872,2023-07-12 09:12:00,30734,30734,30731,30732,44.736,1374842.901
16873,16873,2023-07-12 09:13:00,30732,30733,30720,30720,45.035,1383824.8645
16874,16874,2023-07-12 09:14:00,30720,30721,30714.5,30715.5,144.906,4451144.7805
16875,16875,2023-07-12 09:15:00,30715.5,30717.5,30714,30714.5,98.402,3022481.318
16876,16876,2023-07-12 09:16:00,30714.5,30714.5,30710,30710,40.047,1229890.696
16877,16877,2023-07-12 09:17:00,30710,30713.5,30710,30713,111.498,3424407.546
16878,16878,2023-07-12 09:18:00,30713,30713,30710.5,30711.5,114.617,3520124.278
16879,16879,2023-07-12 09:19:00,30711.5,30711.5,30703.5,30704.5,118.013,3623671.4575
16880,16880,2023-07-12 09:20:00,30704.5,30711,30704.5,30710.5,114.123,3504535.198
16881,16881,2023-07-12 09:21:00,30710.5,30710.5,30705.5,30705.5,55.705,1710594.6915
16882,16882,2023-07-12 09:22:00,30705.5,30706,30699,30699.5,102.503,3147159.73
16883,16883,2023-07-12 09:23:00,30699.5,30702,30696.5,30697,57.537,1766262.188
16884,16884,2023-07-12 09:24:00,30697,30705.5,30696.5,30701.5,89.197,2738281.473
16885,16885,2023-07-12 09:25:00,30701.5,30702.5,30695,30695,37.32,1145754.832
16886,16886,2023-07-12 09:26:00,30695,30695.5,30684.5,30686.5,87.837,2695506.4015
16887,16887,2023-07-12 09:27:00,30686.5,30687,30682,30683.5,89.503,2746342.915
16888,16888,2023-07-12 09:28:00,30683.5,30696,30683.5,30694.5,114.864,3525368.6085
16889,16889,2023-07-12 09:29:00,30694.5,30695,30694,30695,107.52,3300306.1515
16890,16890,2023-07-12 09:30:00,30695,30695,30691,30693,99.254,3046345.76
16891,16891,2023-07-12 09:31:00,30693,30698,30693,30695,32.239,989622.888
16892,16892,2023-07-12 09:32:00,30695,30702.5,30694.5,30702.5,51.637,1585116.092
16893,16893,2023-07-12 09:33:00,30702.5,30702.5,30700,30700.5,76.853,2359444.5215
16894,16894,2023-07-12 09:34:00,30700.5,30700.5,30700,30700.5,52.164,1601450.364
16895,16895,2023-07-12 09:35:00,30700.5,30700.5,30700,30700.5,32.442,995976.263
16896,16896,2023-07-12 09:36:00,30700.5,30702,30700,30702,37.261,1143947.2165
16897,16897,2023-07-12 09:37:00,30702,30705,30701.5,30703.5,55.103,1691838.6015
16898,16898,2023-07-12 09:38:00,30703.5,30706.5,30703.5,30706.5,79.511,2441457.794
16899,16899,2023-07-12 09:39:00,30706.5,30706.5,30706,30706.5,68.458,2102089.2465
16900,16900,2023-07-12 09:40:00,30706.5,30706.5,30706,30706.5,48.086,1476544.2185
16901,16901,2023-07-12 09:41:00,30706.5,30709,30706,30709,31.876,978830.2685
16902,16902,2023-07-12 09:42:00,30709,30715,30708.5,30715,23.944,735304.253
16903,16903,2023-07-12 09:43:00,30715,30724,30714.5,30724,85.342,2621412.7335
16904,16904,2023-07-12 09:44:00,30724,30736,30724,30735.5,64.402,1979061.127
16905,16905,2023-07-12 09:45:00,30735.5,30739.5,30726.5,30727,85.575,2629736.327
16906,16906,2023-07-12 09:46:00,30727,30727,30718,30719,87.482,2687524.614
16907,16907,2023-07-12 09:47:00,30719,30720,30718,30718.5,74.032,2274209.881
16908,16908,2023-07-12 09:48:00,30718.5,30728,30718.5,30728,56.699,1742037.4505
16909,16909,2023-07-12 09:49:00,30728,30728,30725.5,30727.5,57.823,1776697.7175
16910,16910,2023-07-12 09:50:00,30727.5,30730.5,30727,30729.5,72.979,2242601.995
16911,16911,2023-07-12 09:51:00,30729.5,30729.5,30729,30729.5,69.763,2143763.181
16912,16912,2023-07-12 09:52:00,30729.5,30729.5,30724.5,30724.5,82.305,2529110.0555
16913,16913,2023-07-12 09:53:00,30724.5,30725.5,30724,30725,29.313,900649.1605
16914,16914,2023-07-12 09:54:00,30725,30728,30725,30728,62.87,1931712.646
16915,16915,2023-07-12 09:55:00,30728,30728,30719,30719.5,64.518,1982388.443
16916,16916,2023-07-12 09:56:00,30719.5,30719.5,30718,30718,51.443,1580236.7655
16917,16917,2023-07-12 09:57:00,30718,30721,30718,30721,72.445,2225566.7955
16918,16918,2023-07-12 09:58:00,30721,30721.5,30720.5,30721,36.716,1127948.3195
16919,16919,2023-07-12 09:59:00,30721,30721,30719.5,30720.5,60.636,1862746.533
16920,16920,2023-07-12 10:00:00,30720.5,30720.5,30711,30711,71.038,2181971.2515
16921,16921,2023-07-12 10:01:00,30711,30712,30711,30711.5,87.948,2700993.586
16922,16922,2023-07-12 10:02:00,30711.5,30714,30710.5,30711,83.419,2562079.377
16923,16923,2023-07-12 10:03:00,30711,30711,30706,30706.5,76.324,2343828.781
16924,16924,2023-07-12 10:04:00,30706.5,30707,30705,30705,70.392,2161443.066
16925,16925,2023-07-12 10:05:00,30705,30705.5,30703,30704.5,46.876,1439325.464
16926,16926,2023-07-12 10:06:00,30704.5,30705.5,30703,30703.5,75.587,2320838.75
16927,16927,2023-07-12 10:07:00,30703.5,30705,30700,30700.5,53.691,1648455.7315
16928,16928,2023-07-12 10:08:00,30700.5,30700.5,30697,30698.5,31.872,978421.304
16929,16929,2023-07-12 10:09:00,30698.5,30698.5,30689,30689,35.687,1095428.316
16930,16930,2023-07-12 10:10:00,30689,30702,30688,30702,46.805,1436654.705
16931,16931,2023-07-12 10:11:00,30702,30715.5,30702,30712,94.575,2904514.1685
16932,16932,2023-07-12 10:12:00,30712,30714.5,30712,30714.5,34.456,1058261.7875
16933,16933,2023-07-12 10:13:00,30714.5,30716.5,30713,30715,41.614,1278136.415
16934,16934,2023-07-12 10:14:00,30715,30716,30714.5,30714.5,95.349,2928656.343
16935,16935,2023-07-12 10:15:00,30714.5,30715.5,30712,30712,23.184,712090.5805
16936,16936,2023-07-12 10:16:00,30712,30712.5,30697,30697,104.164,3198491.5595
16937,16937,2023-07-12 10:17:00,30697,30697.5,30697,30697.5,61.957,1901916.2075
16938,16938,2023-07-12 10:18:00,30697.5,30697.5,30695.5,30695.5,35.251,1082088.4695
16939,16939,2023-07-12 10:19:00,30695.5,30699.5,30695,30698,66.964,2055649.306
16940,16940,2023-07-12 10:20:00,30698,30700.5,30698,30700,64.33,1974881.4625
16941,16941,2023-07-12 10:21:00,30700,30701,30700,30701,67.903,2084649.4955
16942,16942,2023-07-12 10:22:00,30701,30702.5,30700.5,30702.5,42.245,1297012.7225
16943,16943,2023-07-12 10:23:00,30702.5,30702.5,30698,30698.5,68.814,2112516.8465
16944,16944,2023-07-12 10:24:00,30698.5,30700,30698.5,30699.5,43.657,1340246.78
16945,16945,2023-07-12 10:25:00,30699.5,30701,30699.5,30700.5,55.383,1700262.441
16946,16946,2023-07-12 10:26:00,30700.5,30708,30700,30700,23.82,731380.7425
16947,16947,2023-07-12 10:27:00,30700,30701,30700,30700,16.836,516868.828
16948,16948,2023-07-12 10:28:00,30700,30700.5,30700,30700,71.729,2202081.6505
16949,16949,2023-07-12 10:29:00,30700,30700.5,30697,30697.5,56.416,1731886.367
16950,16950,2023-07-12 10:30:00,30697.5,30697.5,30696,30696.5,72.923,2238494.252
16951,16951,2023-07-12 10:31:00,30696.5,30697,30690,30690,94.977,2915087.5895
16952,16952,2023-07-12 10:32:00,30690,30690.5,30674.5,30690,161.088,4942354.273
16953,16953,2023-07-12 10:33:00,30690,30690,30684.5,30684.5,69.949,2146680.2525
16954,16954,2023-07-12 10:34:00,30684.5,30691,30683,30688.5,67.898,2083694.668
16955,16955,2023-07-12 10:35:00,30688.5,30691.5,30686,30691.5,88.187,2706325.426
16956,16956,2023-07-12 10:36:00,30691.5,30693,30684,30684,57.019,1749766.55
16957,16957,2023-07-12 10:37:00,30684,30691,30684,30690,40.864,1254060.553
16958,16958,2023-07-12 10:38:00,30690,30695,30688.5,30695,65.43,2008084.4345
16959,16959,2023-07-12 10:39:00,30695,30699,30694.5,30699,41.392,1270569.417
16960,16960,2023-07-12 10:40:00,30699,30699,30695.5,30697.5,77.732,2386169.3905
16961,16961,2023-07-12 10:41:00,30697.5,30699,30694,30694.5,92.276,2832532.6755
16962,16962,2023-07-12 10:42:00,30694.5,30694.5,30689.5,30690,48.778,1497014.6255
16963,16963,2023-07-12 10:43:00,30690,30695.5,30689.5,30695.5,50.278,1543176.2855
16964,16964,2023-07-12 10:44:00,30695.5,30695.5,30692,30694.5,18.178,557965.7835
16965,16965,2023-07-12 10:45:00,30694.5,30694.5,30687,30687,76.489,2347406.131
16966,16966,2023-07-12 10:46:00,30687,30687,30686,30686,60.721,1863307.015
16967,16967,2023-07-12 10:47:00,30686,30686,30674,30674.5,118.433,3633542.7275
16968,16968,2023-07-12 10:48:00,30674.5,30674.5,30663.5,30668,195.682,6001247.8715
16969,16969,2023-07-12 10:49:00,30668,30680,30667.5,30679,94.217,2890404.6455
16970,16970,2023-07-12 10:50:00,30679,30679.5,30670.5,30672.5,112.177,3440707.543
16971,16971,2023-07-12 10:51:00,30672.5,30673.5,30669.5,30670,70.414,2159718.862
16972,16972,2023-07-12 10:52:00,30670,30670,30665,30665.5,70.969,2176430.9355
16973,16973,2023-07-12 10:53:00,30665.5,30666,30661,30663.5,41.527,1273366.978
16974,16974,2023-07-12 10:54:00,30663.5,30663.5,30653,30661.5,75.878,2326428.4565
16975,16975,2023-07-12 10:55:00,30661.5,30661.5,30653.5,30655.5,106.44,3263363.7815
16976,16976,2023-07-12 10:56:00,30655.5,30661.5,30655,30661.5,59.65,1828909.4075
16977,16977,2023-07-12 10:57:00,30661.5,30673.5,30661,30671,48.386,1484043.8685
16978,16978,2023-07-12 10:58:00,30671,30681,30670.5,30681,56.68,1738578.9675
16979,16979,2023-07-12 10:59:00,30681,30681.5,30678,30680,78.714,2414891.266
16980,16980,2023-07-12 11:00:00,30680,30680,30672,30672,70.677,2167889.9135
16981,16981,2023-07-12 11:01:00,30672,30673,30672,30672.5,48.106,1475530.024
16982,16982,2023-07-12 11:02:00,30672.5,30673,30664.5,30665.5,64.592,1980890.556
16983,16983,2023-07-12 11:03:00,30665.5,30671,30665,30668,111.855,3430367.613
16984,16984,2023-07-12 11:04:00,30668,30668,30665.5,30667,68.77,2108909.737
16985,16985,2023-07-12 11:05:00,30667,30673,30664,30664,73.843,2264732.327
16986,16986,2023-07-12 11:06:00,30664,30664.5,30658,30658,66.498,2038838.5905
16987,16987,2023-07-12 11:07:00,30658,30663,30657,30663,51.218,1570350.1805
16988,16988,2023-07-12 11:08:00,30663,30663,30660,30660.5,113.452,3478742.3345
16989,16989,2023-07-12 11:09:00,30660.5,30660.5,30659.5,30659.5,66.365,2034736.3545
16990,16990,2023-07-12 11:10:00,30659.5,30669,30659.5,30666.5,57.21,1754308.5
16991,16991,2023-07-12 11:11:00,30666.5,30666.5,30665.5,30666.5,29.327,899346.525
16992,16992,2023-07-12 11:12:00,30666.5,30668.5,30665.5,30668.5,71.079,2179820.612
16993,16993,2023-07-12 11:13:00,30668.5,30682,30668,30682,98.17,3011084.731
16994,16994,2023-07-12 11:14:00,30682,30694.5,30680.5,30692,80.033,2456110.8595
16995,16995,2023-07-12 11:15:00,30692,30692,30684.5,30688.5,60.745,1864082.0955
16996,16996,2023-07-12 11:16:00,30688.5,30688.5,30685,30685,52.745,1618526.336
16997,16997,2023-07-12 11:17:00,30685,30690.5,30682,30688.5,95.216,2921994.238
16998,16998,2023-07-12 11:18:00,30688.5,30695.5,30687.5,30695,90.505,2777648.5215
16999,16999,2023-07-12 11:19:00,30695,30697.5,30693.5,30697.5,98.045,3009522.804
17000,17000,2023-07-12 11:20:00,30697.5,30715,30697,30715,180.409,5540277.4985
17001,17001,2023-07-12 11:21:00,30715,30718.5,30708.5,30708.5,107.748,3309402.0965
17002,17002,2023-07-12 11:22:00,30708.5,30718,30706.5,30715.5,57.904,1778460.987
17003,17003,2023-07-12 11:23:00,30715.5,30715.5,30714.5,30715,72.435,2224836.2825
17004,17004,2023-07-12 11:24:00,30715,30715.5,30703,30704,97.43,2992037.502
17005,17005,2023-07-12 11:25:00,30704,30715,30702.5,30714.5,73.834,2267369.2425
17006,17006,2023-07-12 11:26:00,30714.5,30718,30714.5,30718,85.725,2633215.751
17007,17007,2023-07-12 11:27:00,30718,30727,30717.5,30722.5,226.61,6962075.1175
17008,17008,2023-07-12 11:28:00,30722.5,30727,30722,30727,123.054,3780916.8375
17009,17009,2023-07-12 11:29:00,30727,30728.5,30726.5,30727,54.688,1680381.708
17010,17010,2023-07-12 11:30:00,30727,30736,30726,30735.5,116.346,3575176.4955
17011,17011,2023-07-12 11:31:00,30735.5,30735.5,30730,30734.5,85.803,2636881.2625
17012,17012,2023-07-12 11:32:00,30734.5,30736.5,30733.5,30734,42.722,1313040.3965
17013,17013,2023-07-12 11:33:00,30734,30737,30734,30736.5,70.577,2169272.222
17014,17014,2023-07-12 11:34:00,30736.5,30737,30724,30725,49.031,1506699.795
17015,17015,2023-07-12 11:35:00,30725,30725.5,30724.5,30725,69.403,2132418.9215
17016,17016,2023-07-12 11:36:00,30725,30726,30725,30725.5,34.842,1070534.6695
17017,17017,2023-07-12 11:37:00,30725.5,30726,30721.5,30721.5,28.987,890622.921
17018,17018,2023-07-12 11:38:00,30721.5,30721.5,30714.5,30716,110.223,3385557.49
17019,17019,2023-07-12 11:39:00,30716,30718.5,30714.5,30717.5,50.597,1554143.432
17020,17020,2023-07-12 11:40:00,30717.5,30718.5,30712,30712,28.409,872637.801
17021,17021,2023-07-12 11:41:00,30712,30712.5,30711,30712.5,131.584,4041183.697
17022,17022,2023-07-12 11:42:00,30712.5,30712.5,30701.5,30701.5,28.519,875792.9995
17023,17023,2023-07-12 11:43:00,30701.5,30704,30701,30701.5,18.483,567475.2975
17024,17024,2023-07-12 11:44:00,30701.5,30702,30701,30701.5,27.578,846688.2815
17025,17025,2023-07-12 11:45:00,30701.5,30702,30701.5,30701.5,29.244,897836.856
17026,17026,2023-07-12 11:46:00,30701.5,30716,30701.5,30716,128.799,3954954.973
17027,17027,2023-07-12 11:47:00,30716,30717.5,30716,30717,31.056,953946.0735
17028,17028,2023-07-12 11:48:00,30717,30721,30717,30718,43.173,1326191.1705
17029,17029,2023-07-12 11:49:00,30718,30718.5,30717.5,30718,44.84,1377383.593
17030,17030,2023-07-12 11:50:00,30718,30734,30718,30733.5,142.454,4377718.578
17031,17031,2023-07-12 11:51:00,30733.5,30736,30733,30735.5,61.454,1888784.8805
17032,17032,2023-07-12 11:52:00,30735.5,30773.5,30735.5,30768,207.44,6381814.353
17033,17033,2023-07-12 11:53:00,30768,30778,30760,30778,117.064,3602027.2105
17034,17034,2023-07-12 11:54:00,30778,30789,30769.5,30789,118.022,3632440.5365
17035,17035,2023-07-12 11:55:00,30789,30810,30748.5,30752,265.383,8168179.299
17036,17036,2023-07-12 11:56:00,30752,30753.5,30748,30749,164.836,5068973.217
17037,17037,2023-07-12 11:57:00,30749,30751,30740,30751,57.477,1767063.848
17038,17038,2023-07-12 11:58:00,30751,30760,30751,30760,35.84,1102358.536
17039,17039,2023-07-12 11:59:00,30760,30775.5,30759.5,30775,59.712,1837155.9305
17040,17040,2023-07-12 12:00:00,30775,30775.5,30753,30754.5,84.971,2613648.5815
17041,17041,2023-07-12 12:01:00,30754.5,30767.5,30746,30767.5,83.985,2583077.3085
17042,17042,2023-07-12 12:02:00,30767.5,30778,30764.5,30776.5,66.674,2051722.1045
